平台,订单ID,达人昵称,达人UID,达人号,粉丝数,带货类型,带货等级,近30日销量,申样时间,领样商品,店铺名称,商品价格,商品ID,商品规格,件数,媒介,创建人,审核时间,同步ERP时间,发货时间
快手,SPUXBB20250711150107VRED6LA39,贺强（豆姐的店）,"87792419	",87792419,200673,,,0,2025-07-11 15:01,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉母婴旗舰店,18.8,"24789523007810	",冰感小毛巾1条*10包，绿色,1,万明月,万明月,2025-07-11 15:45:09,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB20250711150107VRED6LA39,贺强（豆姐的店）,"87792419	",87792419,200673,,,0,2025-07-11 15:01,米莉马莉湿厕纸壁挂式家庭实惠装80抽厕所湿纸巾女士悬挂式抽纸,米莉马莉母婴旗舰店,19.9,"24754145905810	",挂壁式纯水湿厕纸80抽*3包,1,万明月,万明月,2025-07-11 15:45:09,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB20250711145954HT4523YE9,小元宝贝（孕早期）,"1529068139	",syy03020,19408,,,0,2025-07-11 14:59,米莉马莉80抽10包婴儿湿巾新生手口宝宝家庭实惠装,米莉马莉官方旗舰店,29.9,"21078828416356	",80抽*10包,1,万明月,万明月,2025-07-11 15:45:08,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB20250711145902YAP1B25BG,贺泽坤.,"35233193	",hzk667788,912956,直播为主,,24126,2025-07-11 14:59,【柔润亲肤】米莉马莉婴儿乳霜柔纸巾170抽*12包保湿纸柔软乳霜TZ,米莉马莉母婴旗舰店,38.8,"24700506395810	",12包,1,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB20250711145902YAP1B25BG,贺泽坤.,"35233193	",hzk667788,912956,直播为主,,24126,2025-07-11 14:59,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉母婴旗舰店,18.8,"24789523007810	",冰感小毛巾1条*10包，绿色,1,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
视频号,SPUXBB20250711145809GHI3SCXS3,咏春家居品牌工厂,"	",sphSSUvdX6eAusR,0,,,0,2025-07-11 14:58,米莉马莉8抽*28包手帕湿巾手口便携式一次性迷你湿巾,米莉马莉个护,9.9,"10000233793299	",便携手帕湿巾8抽*28包,1,鞠洁,鞠洁,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
视频号,SPUXBB20250711145809GHI3SCXS3,咏春家居品牌工厂,"	",sphSSUvdX6eAusR,0,,,0,2025-07-11 14:58,[3层30抽*15包]米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉个护,9.9,"10000233811416	",30抽*15包,1,鞠洁,鞠洁,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB202507111456385SIP02BA6,轩默妈咪记录生活,"1253858309	",liun275219378,541167,视频为主,,21022,2025-07-11 14:56,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,18.8,"24788822899356	",冰感小毛巾1条*10包，绿色,1,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB202507111456385SIP02BA6,轩默妈咪记录生活,"1253858309	",liun275219378,541167,视频为主,,21022,2025-07-11 14:56,米莉马莉湿厕纸壁挂式80抽厕所湿纸巾女士悬挂式,米莉马莉官方旗舰店,32.9,"24754142928356	",挂壁式纯水湿厕纸80抽*5包,1,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
抖音,SPUXBB202507111455003DYOPRMM8,磊磊🔥逆狼传媒（收徒）,"109210424892	",NL01001,158796,直播为主,L4,12312,2025-07-11 14:55,米莉马莉100%棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾加厚棉柔巾,米莉马莉个人护理旗舰店,39.9,"3759723811717644965	",100%全棉洗脸巾80抽*3包,1,樊雅静,樊雅静,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB20250711145300DMKLI505C,叫什么雪梅,"	",Damei18888,29861,,,0,2025-07-11 14:53,【小蒙分享】米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动tz,米莉马莉官方旗舰店,18.8,"24798082617356	",冰感小毛巾1条*10包，绿色,1,王伟,王伟,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB202507111451575KYV028DG,达芬奇家居收纳,"1127379042	",dafenqijiaju777,928264,视频为主,,0,2025-07-11 14:51,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,18.8,"24788822899356	",冰感小毛巾1条*10包，绿色,1,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB202507111451575KYV028DG,达芬奇家居收纳,"1127379042	",dafenqijiaju777,928264,视频为主,,0,2025-07-11 14:51,【柔润亲肤】米莉马莉婴儿乳霜柔纸巾170抽*12包保湿纸柔软乳霜TZ,米莉马莉母婴旗舰店,38.8,"24700506395810	",12包,1,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB202507111449493V6YQO1UL,秀妹娱乐麻将,"229613341	",229613341,119889,,,0,2025-07-11 14:49,米莉马莉30抽x15包保湿乳霜柔纸巾宝宝柔软抽纸巾,米莉马莉官方旗舰店,19.8,"24489136165356	",保湿乳霜纸30抽*15包,2,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
抖音,SPUXBB2025071114474338Z3NHHZU,蔓蔓带娃记,"2560077688997246	",59409773869,4514,视频为主,L3,505,2025-07-11 14:47,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,18.8,"3762139389346578637	",【冰感小毛巾】10包,1,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
抖音,SPUXBB20250711144736QCUGC9XGJ,米乐麻麻,"880032516671960	",96112376432,3945,视频为主,L2,676,2025-07-11 14:47,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,周洪姗,周洪姗,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB20250711144648GMZFTGNVP,蔓蔓带娃日记,"504399061	",yzha160606,15643,,,0,2025-07-11 14:46,米莉马莉婴儿乳霜柔纸巾170抽*12包新生儿保湿柔软,米莉马莉官方旗舰店,38.8,"21758468022356	",【共2040抽】12包*170抽,1,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
快手,SPUXBB20250711144555H7LNG7QFC,大脸猫孕婴童,"818781972	",fangfangfangyuan,150687,,,0,2025-07-11 14:45,米莉马莉30抽x15包保湿乳霜柔纸巾宝宝柔软抽纸巾,米莉马莉官方旗舰店,19.8,"24489136165356	",保湿乳霜纸30抽*15包,2,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
小红书,SPUXBB20250711144505EMF5HWA1M,有样美学,"	",coco58,938960,,,0,2025-07-11 14:45,80抽10包婴儿湿巾新生手口专用宝宝幼儿童大包装（分两个包裹发）,米莉马莉旗舰店,29.9,"673d74b89c2d99000159bd87	",80抽*10包,1,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:15
抖音,SPUXBB202507111443251YT5C09R2,皮皮麻麻,"66406347594	",pipichengzhangji,20255,视频为主,L3,211,2025-07-11 14:43,【共12包】米莉马莉170抽婴儿保湿乳霜柔纸巾新生保湿纸云柔巾便携,MillyMally亲子旗舰店,38.8,"3679167725114097861	",【共2040抽】12包*170抽,1,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:14
抖音,SPUXBB202507111443251YT5C09R2,皮皮麻麻,"66406347594	",pipichengzhangji,20255,视频为主,L3,211,2025-07-11 14:43,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,18.8,"3762139389346578637	",【冰感小毛巾】10包,1,万明月,万明月,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:14
抖音,SPUXBB20250711144015PU89CBRC,万贝塔（直播号）,"101671592004	",0532WL,106114,直播为主,,26654,2025-07-11 14:40,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,徐蕾,徐蕾,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:14
抖音,SPUXBB20250711144015PU89CBRC,万贝塔（直播号）,"101671592004	",0532WL,106114,直播为主,,26654,2025-07-11 14:40,【120抽共12包】米莉马莉保湿乳霜柔纸巾母婴保湿云柔巾抽纸巾柔软,米莉马莉母婴旗舰店,39.9,"3705916628995801503	",12包*120抽,1,徐蕾,徐蕾,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:14
抖音,SPUXBB20250711144015PU89CBRC,万贝塔（直播号）,"101671592004	",0532WL,106114,直播为主,,26654,2025-07-11 14:40,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉婴童用品旗舰店,11.8,"3761524987874378009	",婴儿手口湿巾20抽*5包,1,徐蕾,徐蕾,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:14
抖音,SPUXBB20250711144015PU89CBRC,万贝塔（直播号）,"101671592004	",0532WL,106114,直播为主,,26654,2025-07-11 14:40,【加厚4层30抽*15包起】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉婴童用品旗舰店,19.8,"3706832255759548879	",【尝鲜试用】4层加厚30抽*15包,1,徐蕾,徐蕾,2025-07-11 15:45:07,2025-07-11 15:46:44,2025-07-12 12:00:14
抖音,SPUXBB20250711143914YBLY55MKY,幻城雨和火儿,"61137802443	",133773583,10081422,直播为主,,98157,2025-07-11 14:39,米莉马莉6液1器电热蚊香液插电式驱蚊器家用防蚊灭蚊水补充液套装,米莉马莉官方旗舰店,59.8,"3604424744516110670	",8瓶蚊香液+2加热器,2,杜新新,杜新新,2025-07-11 14:40:05,2025-07-11 14:40:15,2025-07-11 16:00:19
视频号,SPUXBB20250711143913MM872KZYV,我是DY肖老师,"	",sphsossalDxlHYq,0,,,0,2025-07-11 14:39,米莉马莉8抽*28包迷你手帕湿巾宝宝手口便携式一次性迷你手帕湿巾小包tz,米莉马莉个护,9.9,"10000258919979	",便携手帕湿巾8抽*28包,1,鞠洁,鞠洁,2025-07-11 15:45:05,2025-07-11 15:46:44,2025-07-12 12:00:14
视频号,SPUXBB20250711143913MM872KZYV,我是DY肖老师,"	",sphsossalDxlHYq,0,,,0,2025-07-11 14:39,米莉马莉8抽*28包手帕湿巾手口便携式一次性迷你湿巾,米莉马莉个护,9.9,"10000233793299	",便携手帕湿巾8抽*28包,1,鞠洁,鞠洁,2025-07-11 15:45:05,2025-07-11 15:46:44,2025-07-12 12:00:14
抖音,SPUXBB20250711142935A8PXVZE2Q,罗拉密码,"	",LOORA88888,5095939,直播为主,L6,350085,2025-07-11 14:29,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾运动冰凉毛巾tz,MillyMally亲子旗舰店,35.6,"3762646431786205556	",【冰感小毛巾】20包,1,王伟,王伟,2025-07-11 14:40:05,2025-07-11 14:40:15,2025-07-11 15:40:18
抖音,SPUXBB20250711142935A8PXVZE2Q,罗拉密码,"	",LOORA88888,5095939,直播为主,L6,350085,2025-07-11 14:29,【共18包】米莉马莉便携湿厕纸擦屁股男士纯水湿厕纸家用湿厕纸【GG】,MillyMally亲子旗舰店,19.8,"3760805821395632174	",140*190mm,2,王伟,王伟,2025-07-11 14:40:05,2025-07-11 14:40:15,2025-07-11 15:40:18
抖音,SPUXBB20250711142935A8PXVZE2Q,罗拉密码,"	",LOORA88888,5095939,直播为主,L6,350085,2025-07-11 14:29,【3层30抽*15包】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,MillyMally亲子旗舰店,39.8,"3753192607556174749	",30抽*15包,2,王伟,王伟,2025-07-11 14:40:05,2025-07-11 14:40:15,2025-07-11 15:40:18
抖音,SPUXBB20250711142919PYEB4AAQI,小哆妈咪,"107848456300	",1765513263,3261,视频为主,L2,684,2025-07-11 14:29,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾运动冰凉毛巾tz,MillyMally亲子旗舰店,9.9,"3762646431786205556	",【冰感小毛巾】5包,1,乐浩朋,乐浩朋,2025-07-11 14:40:05,2025-07-11 14:40:15,2025-07-11 16:00:19
抖音,SPUXBB20250711142332UHCJXWOQZ,万爸和万妈之【三剑客传奇】,"50475065361	",70475065361,68590,直播为主,L3,1805,2025-07-11 14:23,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,18.8,"3762139389346578637	",【冰感小毛巾】10包,1,樊雅静,樊雅静,2025-07-11 14:25:41,2025-07-11 14:25:43,2025-07-11 16:00:19
抖音,SPUXBB20250711142332UHCJXWOQZ,万爸和万妈之【三剑客传奇】,"50475065361	",70475065361,68590,直播为主,L3,1805,2025-07-11 14:23,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,樊雅静,樊雅静,2025-07-11 14:25:41,2025-07-11 14:25:43,2025-07-11 16:00:19
抖音,SPUXBB20250711141838LTF2NMA1W,C妮妈妈,"3501325659421784	",76193981367,4269,视频为主,L2,63,2025-07-11 14:18,米莉马莉便携手帕湿巾8抽*28包宝宝手口便携式一次性迷你湿面巾,MillyMally亲子旗舰店,19.8,"3702937530157629739	",便携手帕湿巾8抽*28包,2,刘丹,刘丹,2025-07-11 14:25:51,2025-07-11 14:25:54,2025-07-11 16:00:19
抖音,SPUXBB20250711141622KD69M3NMS,筱敏的日常vlog,"	",xiaomin199709,5192,视频为主,L2,1581,2025-07-11 14:16,米莉马莉100%棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾加厚棉柔巾,米莉马莉个人护理旗舰店,39.9,"3759723811717644965	",100%全棉洗脸巾80抽*3包,1,耿竹林,耿竹林,2025-07-11 14:26:00,2025-07-11 14:26:04,2025-07-11 16:00:19
抖音,SPUXBB202507111402291XOJ6TZRU,图格格,"	",tutumam,19174,直播为主,L2,213,2025-07-11 14:02,【加厚4层30抽*15包起】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉婴童用品旗舰店,19.8,"3706832255759548879	",【尝鲜试用】4层加厚30抽*15包,1,耿竹林,耿竹林,2025-07-11 14:09:19,2025-07-11 14:09:39,2025-07-11 16:00:19
抖音,SPUXBB20250711140114SY2IM7WKR,艺潼,"	",yitong13442,2811,视频为主,,155,2025-07-11 14:01,米莉马莉100抽*10包起保湿乳霜柔纸巾云柔巾抽纸巾柔润保湿纸巾,米莉马莉官方旗舰店,19.9,"3731477907713949962	",3层柔韧100抽*10包,1,倪萍萍,倪萍萍,2025-07-11 14:09:56,2025-07-11 14:10:14,2025-07-11 15:40:17
抖音,SPUXBB20250711135504EV3HW03RR,鲸鱼健身塑形好物分享,"2875923359601838	",JINGYUDIKA,3551,视频为主,L3,1399,2025-07-11 13:55,【到手12包共2040抽】米莉马莉婴儿乳霜柔纸巾170抽保湿纸柔软便携,米莉马莉官方旗舰店,79.9,"3660579924143659907	", 【共2040抽】12包*170抽,1,谢可盈,谢可盈,2025-07-11 14:09:56,2025-07-11 14:10:14,2025-07-11 16:00:19
抖音,SPUXBB20250711135504EV3HW03RR,鲸鱼健身塑形好物分享,"2875923359601838	",JINGYUDIKA,3551,视频为主,L3,1399,2025-07-11 13:55,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,谢可盈,谢可盈,2025-07-11 14:09:56,2025-07-11 14:10:14,2025-07-11 16:00:19
抖音,SPUXBB20250711135450Y8KBLMUYE,糖糖🍬妈妈,"	",40016078761,583,,,0,2025-07-11 13:54,【加厚4层30抽*15包起】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉婴童用品旗舰店,39.6,"3706832255759548879	",【更多人选择】4层加厚30抽*30包,1,乐浩朋,乐浩朋,2025-07-11 14:09:56,2025-07-11 14:10:14,2025-07-11 15:40:17
抖音,SPUXBB20250711135450Y8KBLMUYE,糖糖🍬妈妈,"	",40016078761,583,,,0,2025-07-11 13:54,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,乐浩朋,乐浩朋,2025-07-11 14:09:56,2025-07-11 14:10:14,2025-07-11 15:40:17
抖音,SPUXBB20250711135450Y8KBLMUYE,糖糖🍬妈妈,"	",40016078761,583,,,0,2025-07-11 13:54,【共600抽】米莉马莉婴儿乳霜柔纸巾母婴保湿云柔巾宝宝亲肤抽纸巾,米莉马莉母婴旗舰店,11.9,"3638310988610167625	",【 共600抽】3包,1,乐浩朋,乐浩朋,2025-07-11 14:09:56,2025-07-11 14:10:14,2025-07-11 15:40:17
抖音,SPUXBB20250711134319J143ZGH1E,点点宝贝（带娃版),"3345126760412200	",A2430029895,164379,视频为主,L3,94,2025-07-11 13:43,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾运动冰凉毛巾tz,MillyMally亲子旗舰店,18.8,"3762646431786205556	",【冰感小毛巾】10包,1,王伟,王伟,2025-07-11 14:09:56,2025-07-11 14:10:14,2025-07-11 16:00:19
抖音,SPUXBB20250711134238QVUIJWT2C,琳琳今天吃点啥,"4024646625136904	",linlin312_,26910,视频为主,L5,3258,2025-07-11 13:42,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,37.6,"3762139389346578637	",【冰感小毛巾】10包,2,刘丹,刘丹,2025-07-11 14:09:56,2025-07-11 14:10:14,2025-07-11 15:40:17
抖音,SPUXBB20250711133633OND8FCPRB,十七成长日记📓,"	",91653356186,10664,视频为主,,746,2025-07-11 13:36,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,周洪姗,周洪姗,2025-07-11 14:09:56,2025-07-11 14:10:14,2025-07-11 16:00:19
抖音,SPUXBB20250711133633OND8FCPRB,十七成长日记📓,"	",91653356186,10664,视频为主,,746,2025-07-11 13:36,米莉马莉迷你手帕湿巾8抽*58包婴儿湿巾便携加厚宝宝手口便携式,米莉马莉母婴旗舰店,39.9,"3725200280560730792	",便携手帕湿巾8抽*58包,1,周洪姗,周洪姗,2025-07-11 14:09:56,2025-07-11 14:10:14,2025-07-11 16:00:19
抖音,SPUXBB20250711133521WAQH3OOSZ,娜妈育儿🍼（奶瓶优选官）,"2168716710655279	",35827312074,36563,直播为主,L4,1975,2025-07-11 13:35,【到手12包共2040抽】米莉马莉婴儿乳霜柔纸巾170抽保湿纸柔软便携,米莉马莉官方旗舰店,79.9,"3660579924143659907	", 【共2040抽】12包*170抽,1,何露,何露,2025-07-11 14:09:55,2025-07-11 14:10:14,2025-07-11 15:40:17
抖音,SPUXBB20250711133521WAQH3OOSZ,娜妈育儿🍼（奶瓶优选官）,"2168716710655279	",35827312074,36563,直播为主,L4,1975,2025-07-11 13:35,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,何露,何露,2025-07-11 14:09:55,2025-07-11 14:10:14,2025-07-11 15:40:17
快手,SPUXBB20250711133124XMSZUVF2V,大晨爱分享😋,"15288910	",15288910,346795,,,0,2025-07-11 13:31,【小蒙分享】米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动tz,米莉马莉官方旗舰店,18.8,"24798082617356	",绿色，冰感小毛巾1条*10包,1,刘丹,刘丹,2025-07-11 15:45:05,2025-07-11 15:46:44,2025-07-12 12:00:14
视频号,SPUXBB20250711132926TOH86FBU1,丹姐港口外贸,"	",sph2hw7JbZ1XWvz,0,,,0,2025-07-11 13:29,米莉马莉湿厕纸壁挂式家庭实惠装80抽厕所湿纸巾女士悬挂式抽纸,米莉马莉个护,32.9,"10000264212163	",挂壁式纯水湿厕纸80抽*5包（含挂钩+背胶）,1,刘丹,刘丹,2025-07-11 15:45:05,2025-07-11 15:46:44,2025-07-12 12:00:14
视频号,SPUXBB20250711132752MB1CRLUL,东总外贸01,"	",sphajcDP2ZPq8z4,0,,,0,2025-07-11 13:27,米莉马莉湿厕纸壁挂式家庭实惠装80抽厕所湿纸巾女士悬挂式抽纸,米莉马莉个护,32.9,"10000264212163	",挂壁式纯水湿厕纸80抽*5包（含挂钩+背胶）,1,刘丹,刘丹,2025-07-11 15:45:05,2025-07-11 15:46:44,2025-07-12 12:00:14
视频号,SPUXBB20250711132433GLRD9B2N7,LILO老板娘,"	",sphcN5pLacYXFpw,0,,,0,2025-07-11 13:24,米莉马莉湿厕纸壁挂式家庭实惠装80抽厕所湿纸巾女士悬挂式抽纸,米莉马莉个护,32.9,"10000264212163	",挂壁式纯水湿厕纸80抽*5包（含挂钩+背胶）,1,刘丹,刘丹,2025-07-11 15:45:05,2025-07-11 15:46:44,2025-07-12 12:00:14
视频号,SPUXBB202507111323312YN6QW9G0,大阳-出口仓,"	",sphEZY97IZxPBtt,0,,,0,2025-07-11 13:23,米莉马莉湿厕纸壁挂式家庭实惠装80抽厕所湿纸巾女士悬挂式抽纸,米莉马莉个护,65.8,"10000264212163	",挂壁式纯水湿厕纸80抽*5包（含挂钩+背胶）,2,刘丹,刘丹,2025-07-11 15:45:05,2025-07-11 15:46:44,2025-07-12 12:00:14
快手,SPUXBB20250711131606Y8FH9GJIB,主持人 连博,"1656609446	",1656609446,6400558,直播为主,,0,2025-07-11 13:16,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉母婴旗舰店,37.6,"24789523007810	",冰感小毛巾1条*10包，绿色,2,樊雅静,樊雅静,2025-07-11 15:45:05,2025-07-11 15:46:44,2025-07-12 16:00:16
快手,SPUXBB20250711131606Y8FH9GJIB,主持人 连博,"1656609446	",1656609446,6400558,直播为主,,0,2025-07-11 13:16,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉母婴旗舰店,9.9,"24789523007810	",冰感小毛巾1条*5包，绿色,1,樊雅静,樊雅静,2025-07-11 15:45:05,2025-07-11 15:46:44,2025-07-12 16:00:16
抖音,SPUXBB20250711131527648OCVUVL,美旗8910,"67187729583	",161057YS,1834836,直播为主,,1463,2025-07-11 13:15,米莉马莉乳霜柔纸巾40抽*12包婴儿保湿纸宝宝便携云柔软纸巾抽纸,米莉马莉官方旗舰店,11.9,"3579144644069572961	",40抽*12包柔纸巾【含保湿因子三层120*180mm】,1,谢可盈,谢可盈,2025-07-11 14:09:55,2025-07-11 14:10:14,2025-07-11 16:00:19
抖音,SPUXBB202507111304568CGJS03YF,胖阳阳麻麻,"2598895025128007	",yangyang_mon,53508,视频为主,L2,233,2025-07-11 13:04,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉婴童用品旗舰店,19.8,"3761524987874378009	",婴儿手口湿巾20抽*10包,1,刘丹,刘丹,2025-07-11 13:05:33,2025-07-11 13:05:34,2025-07-11 14:20:26
抖音,SPUXBB20250711130347ECFBKG3TL,巴拉kk,"	",36218996922,12872,直播为主,,1866,2025-07-11 13:03,米莉马莉100%棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾加厚棉柔巾,米莉马莉个人护理旗舰店,39.9,"3759723811717644965	",100%全棉洗脸巾80抽*3包,1,倪萍萍,倪萍萍,2025-07-11 13:05:41,2025-07-11 13:05:43,2025-07-11 14:20:26
抖音,SPUXBB20250711130030C7I8AKTF8,小朱佩吉麻麻🐷,"64855862474	",53126553,6205,视频为主,L5,24532,2025-07-11 13:00,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,18.8,"3762139389346578637	",【冰感小毛巾】10包,1,刘丹,刘丹,2025-07-11 13:05:51,2025-07-11 13:05:53,2025-07-11 14:20:26
抖音,SPUXBB202507111257412XVXUIWJD,勋勋妈妈,"82215657600	",169177305,32896,视频为主,L5,1216,2025-07-11 12:57,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,37.6,"3762139389346578637	",【冰感小毛巾】10包,2,刘丹,刘丹,2025-07-11 13:06:00,2025-07-11 13:06:02,2025-07-11 14:20:26
抖音,SPUXBB202507111257412XVXUIWJD,勋勋妈妈,"82215657600	",169177305,32896,视频为主,L5,1216,2025-07-11 12:57,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉婴童用品旗舰店,19.8,"3761524987874378009	",婴儿手口湿巾20抽*10包,1,刘丹,刘丹,2025-07-11 13:06:00,2025-07-11 13:06:02,2025-07-11 14:20:26
抖音,SPUXBB202507111257412XVXUIWJD,勋勋妈妈,"82215657600	",169177305,32896,视频为主,L5,1216,2025-07-11 12:57,米莉马莉湿厕纸壁挂式家庭实惠装80抽厕所湿纸巾女士悬挂式抽纸,米莉马莉个人护理旗舰店,32.9,"3761343660805980184	",挂壁式纯水湿厕纸80抽*5包,1,刘丹,刘丹,2025-07-11 13:06:00,2025-07-11 13:06:02,2025-07-11 14:20:26
抖音,SPUXBB20250711125105PI658VLE7,苏州小满旗袍,"	",xmqipao,1434,直播为主,,305,2025-07-11 12:51,米莉马莉100抽*10包起保湿乳霜柔纸巾云柔巾抽纸巾柔润保湿纸巾,米莉马莉官方旗舰店,19.9,"3731477907713949962	",3层柔韧100抽*10包,1,倪萍萍,倪萍萍,2025-07-11 13:06:10,2025-07-11 13:06:13,2025-07-11 14:20:25
抖音,SPUXBB202507111243523SCRAKOAX,LOVE宝贝-丫姐,"400664786900943	",29833976005,76076,直播为主,L4,5983,2025-07-11 12:43,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,56.4,"3762139389346578637	",【冰感小毛巾】10包,3,刘丹,刘丹,2025-07-11 12:44:32,2025-07-11 12:44:34,2025-07-11 14:20:24
抖音,SPUXBB20250711124216LC1XPC12A,一一麻麻(母婴玩具/辅食）,"74859265850	",684637ba28,365312,直播为主,L5,37812,2025-07-11 12:42,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,56.4,"3762139389346578637	",【冰感小毛巾】10包,3,刘丹,刘丹,2025-07-11 12:42:28,2025-07-11 12:42:30,2025-07-11 14:20:24
